name,address,house_type,price,price_per_area,area,valid_area,property_year,house_direction,hold_year,payandtax,house_used,sell_time,latest_trade,elevator,building_structure,buildtime,trade_property,supply_heating,fitment,floor,building_type,household_num
恩马文景园,"崂山,崂山CBD",2室2厅1厨1卫,500,4.313,115.93平米,94.78㎡,50年,南 北,满两年,"首付150万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-08,2013-05-14,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共31层),板楼,一梯三户
鲁商首府二期,"市南,奥帆中心",3室2厅1厨2卫,820,4.3115,190.19平米,暂无数据,70年,南 北,满两年,"首付246万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-15,2015-06-02,有,钢混结构,2013年建/板楼,商品房,集中供暖,精装,低楼层 (共33层),板楼,两梯三户
龙泽山庄,"崂山,雕塑园",3室2厅1厨2卫,712,4.3003,165.57平米,137.76㎡,50年,南,满两年,"首付214万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-09-20,2013-01-16,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯两户
芝泉山庄,"市南,湛山",2室1厅1厨1卫,360,4.297,83.78平米,暂无数据,50年,东南 北,满五年,"首付108万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-03,2005-03-11,暂无数据,钢混结构,1998年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
金光都市名家,"崂山,麦岛",3室2厅1厨2卫,589,4.2949,137.14平米,116.33㎡,50年,南 北,满五年,"首付177万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,2006-09-12,有,钢混结构,2006年建/板塔结合,商品房,集中供暖,精装,中楼层 (共20层),板塔结合,两梯四户
山河城C区,"李沧,绿城",3室2厅1厨2卫,350,4.2777,81.82平米,69.76㎡,70年,南,满两年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-10,2013-06-05,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,高楼层 (共11层),板楼,一梯三户
锦绣华城二期,"市南,中央CBD",3室2厅1厨1卫,549,4.2731,128.48平米,113.1㎡,70年,南 西 北,满五年,"首付165万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-21,2011-09-22,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
澳门花园,"崂山,雕塑园",4室2厅1厨2卫,620,4.2674,145.29平米,暂无数据,50年,南 北,满五年,"首付186万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-23,2009-05-06,有,砖混结构,2003年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
丽海花园一期,"崂山,崂山CBD",4室2厅2厨2卫,420,4.2584,98.63平米,暂无数据,50年,南,满两年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-12-09,2015-01-26,暂无数据,砖混结构,2002年建/板楼,商品房,集中供暖,简装,高楼层 (共7层),板楼,一梯两户
山水名园四期,"崂山,石老人",3室2厅1厨2卫,510,4.2571,119.8平米,103.68㎡,50年,东南,满两年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-12,2013-04-11,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,高楼层 (共11层),板楼,一梯两户
秀湛路,"市南,湛山",6室2厅1厨2卫,468,4.2546,110平米,97.62㎡,70年,南 北,满五年,"首付141万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-01-09,1994-03-01,暂无数据,钢混结构,1995年建/板楼,商品房,集中供暖,简装,高楼层 (共4层),板楼,一梯两户
芝泉山庄,"市南,湛山",3室1厅1厨2卫,462,4.225,109.35平米,109.35㎡,50年,南 北,满五年,"首付139万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-20,2008-11-18,暂无数据,钢混结构,1998年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
竹韵山色一期,"崂山,北村",3室2厅1厨2卫,435,4.2123,103.27平米,89.87㎡,70年,南 北,满五年,"首付131万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-27,2011-02-21,暂无数据,钢混结构,2010年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
银川山苑,"市南,天山银海",2室2厅1厨1卫,400,4.2106,95平米,84.16㎡,70年,南 北,满五年,"首付120万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-19,2009-11-18,暂无数据,钢混结构,2008年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
凯旋山庄,"崂山,雕塑园",2室2厅1厨1卫,366,4.2069,87平米,79.02㎡,50年,南 北,满五年,"首付110万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-18,2009-12-22,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
中海银海一号,"市南,天山银海",4室2厅1厨2卫,850,4.2001,202.38平米,168.08㎡,70年,南,满五年,"首付255万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-22,2012-06-25,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,高楼层 (共21层),板楼,两梯三户
锦园南区,"崂山,麦岛",6室2厅1厨3卫,560,4.1992,133.36平米,122.02㎡,50年,南 北,满两年,"首付168万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-16,2013-09-17,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
交运山庄,"市南,福安",4室3厅1厨2卫,448,4.187,107平米,96.77㎡,70年,南 北,满五年,"首付135万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-08,2007-12-18,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,其他,高楼层 (共5层),板楼,一梯两户
琴岛山庄,"市北,大学路",2室2厅1厨2卫,510,4.177,122.1平米,111.8㎡,70年,南 北,满五年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,2002-03-13,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
兴安支路,"市南,大学路",2室1厅1厨1卫,285,4.1765,68.24平米,暂无数据,70年,南 北,满五年,"首付86万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2009-03-24,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯三户
天泰桃源,"市南,田家花园",4室3厅1厨2卫,395,4.1614,94.92平米,85㎡,50年,南 北,满五年,"首付119万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-10,2005-08-23,暂无数据,砖混结构,1997年建/板楼,商品房,集中供暖,其他,高楼层 (共4层),板楼,一梯两户
凯旋山庄,"崂山,雕塑园",3室1厅1厨2卫,490,4.1607,117.77平米,106.27㎡,50年,南 北,满五年,"首付147万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-02-02,2001-01-17,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
颐景园,"崂山,雕塑园",5室2厅1厨3卫,420,4.1585,101平米,91.92㎡,50年,南 北,满两年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-17,2014-11-18,暂无数据,砖混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
仰口路,"市南,湛山",1室0厅1厨1卫,145,4.1405,35.02平米,30㎡,70年,北,满五年,"首付44万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-25,1995-07-10,暂无数据,砖混结构,1989年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯四户
莱芜二路,"市南,大学路",1室1厅1厨1卫,130,4.1297,31.48平米,30㎡,70年,南,满五年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-15,2008-12-19,暂无数据,砖混结构,1985年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
银川山苑,"市南,天山银海",3室2厅1厨1卫,430,4.1291,104.14平米,83.14㎡,70年,南 北,满五年,"首付129万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-22,2005-07-04,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,低楼层 (共11层),板楼,一梯两户
咸阳支路,"市南,湛山",2室1厅1厨1卫,218,4.1218,52.89平米,46.8㎡,70年,南,满两年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-13,2013-03-15,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯四户
金光都市名家,"崂山,麦岛",3室2厅1厨2卫,540,4.1168,131.17平米,111.27㎡,50年,东南,满五年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-09,2006-09-15,有,钢混结构,2006年建/板塔结合,商品房,集中供暖,其他,低楼层 (共20层),板塔结合,两梯四户
秀湛路,"市南,湛山",3室1厅1厨1卫,354,4.1139,86.05平米,暂无数据,70年,南 北,满五年,"首付107万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-16,2008-02-20,暂无数据,砖混结构,1982年建/板楼,商品房,集中供暖,精装,低楼层 (共8层),板楼,一梯三户
阳光山庄,"崂山,西姜",3室2厅1厨3卫,490,4.1104,119.21平米,107.89㎡,50年,南 北,满五年,"首付147万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-04,2010-06-29,暂无数据,钢混结构,2003年建/板楼,商品房,自供暖,其他,低楼层 (共3层),板楼,一梯两户
新湛二路,"市南,湛山",2室1厅1厨1卫,230,4.0977,56.13平米,49.35㎡,70年,南 北,满五年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2009-12-25,暂无数据,砖混结构,1994年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯三户
樱海园一期,"崂山,雕塑园",4室2厅1厨2卫,750,4.0957,183.12平米,164.02㎡,50年,南 北,满五年,"首付225万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-18,2004-04-30,有,钢混结构,2005年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
仰口支路,"市南,湛山",2室1厅1厨1卫,278,4.0889,67.99平米,67.99㎡,70年,南,满五年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-21,1993-08-02,暂无数据,钢混结构,1985年建/板楼,已购公房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
弘信山庄,"市南,天山银海",2室2厅1厨2卫,350,4.086,85.66平米,78.76㎡,70年,南,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2002-10-01,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,精装,低楼层 (共6层),板楼,一梯两户
凯旋家园,"崂山,崂山CBD",3室2厅1厨2卫,510,4.0823,124.93平米,112.17㎡,50年,南 北,满两年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-08,2014-03-07,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
领世华府,"崂山,雕塑园",5室2厅1厨3卫,840,4.0734,206.22平米,174.57㎡,50年,南 北,满五年,"首付252万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2015-07-02,2007-11-15,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,高楼层 (共17层),板楼,一梯两户
凯旋家园,"崂山,崂山CBD",4室3厅1厨2卫,500,4.0697,122.86平米,112.04㎡,50年,南,满五年,"首付150万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-15,2012-08-22,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
颐景园,"崂山,雕塑园",6室2厅1厨2卫,560,4.0669,137.7平米,127.22㎡,50年,南 北,满五年,"首付168万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-07,2002-08-01,暂无数据,砖混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
海尔东城国际北区,"崂山,颐中体育场",3室2厅1厨2卫,568,4.0633,139.79平米,124.65㎡,70年,南,满五年,"首付171万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-28,2010-09-25,暂无数据,钢混结构,2009年建/板塔结合,商品房,集中供暖,精装,中楼层 (共5层),板塔结合,一梯两户
亚麦山庄,"崂山,雕塑园",4室2厅1厨2卫,588,4.0625,144.74平米,132.5㎡,50年,南 北,满两年,"首付177万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-08,2013-04-24,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
樱海园二期,"崂山,雕塑园",3室2厅1厨2卫,720,4.0596,177.36平米,137.52㎡,50年,南 北,未满两年,"首付216万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-15,2015-10-30,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,高楼层 (共24层),板楼,两梯三户
海尔东城国际南区,"崂山,颐中体育场",3室2厅1厨2卫,545,4.0593,134.26平米,120㎡,70年,南 北,满五年,"首付164万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-12,2008-06-30,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
金口一路,"市南,文登路",2室1厅1厨1卫,295,4.0584,72.69平米,63.12㎡,70年,南,满五年,"首付89万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-27,2011-01-20,暂无数据,砖混结构,未知年建,商品房,集中供暖,其他,低楼层 (共1层),,一梯一户
中海银海一号,"市南,天山银海",3室2厅1厨1卫,660,4.0409,163.33平米,135.65㎡,70年,南 北,满五年,"首付198万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-21,2012-04-24,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,中楼层 (共21层),板楼,两梯三户
鲁信未央花园,"崂山,雕塑园",4室2厅1厨4卫,830,4.0372,205.59平米,暂无数据,50年,南 北,满五年,"首付249万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-17,2012-09-11,有,钢混结构,2004年建/板楼,商品房,集中供暖,其他,低楼层 (共3层),板楼,一梯两户
中铁青岛中心,"市南,湛山",1室1厅1厨1卫,270,4.0347,66.92平米,50.38㎡,70年,西南,满两年,"首付81万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-26,2015-08-13,有,钢混结构,2013年建/塔楼,商品房,自供暖,其他,低楼层 (共54层),塔楼,四梯二十户
海信慧园二期,"市南,湛山",3室2厅1厨2卫,630,4.0339,156.18平米,暂无数据,70年,南 北,满五年,"首付189万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-02,2005-12-22,有,钢混结构,2005年建/板楼,商品房,集中供暖,其他,中楼层 (共29层),板楼,两梯三户
金领世家,"崂山,崂山CBD",2室1厅1厨1卫,450,4.0327,111.59平米,89.64㎡,50年,南,满两年,"首付135万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-04,2015-08-11,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共20层),板楼,两梯三户
静湖琅园,"市北,同安路",6室3厅1厨2卫,500,4.0248,124.23平米,暂无数据,70年,南 北,满五年,"首付150万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-11,2007-10-28,有,钢混结构,2007年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,两梯四户
龙安新苑,"崂山,雕塑园",6室3厅1厨4卫,800,4.0202,199平米,暂无数据,50年,南 北,满五年,"首付240万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-10-17,2010-05-04,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
恩马文景园,"崂山,崂山CBD",2室2厅1厨1卫,380,4.0131,94.69平米,72.73㎡,50年,南 北,满两年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2013-04-16,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共30层),板楼,一梯两户
湖光山色,"市北,同安路",4室2厅1厨2卫,435,4.013,108.4平米,95.55㎡,70年,南 北,满五年,"首付131万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-04,2005-10-09,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯三户
华严一路,"市南,湛山",3室1厅1厨1卫,330,4.0088,82.32平米,73.46㎡,70年,南 北,满五年,"首付99万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-16,2002-09-27,暂无数据,砖混结构,1991年建/板楼,已购公房,集中供暖,简装,高楼层 (共6层),板楼,一梯四户
金帝山庄,"崂山,雕塑园",3室2厅1厨2卫,580,4.0042,144.85平米,132.48㎡,50年,南 北,满五年,"首付174万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-29,1993-09-28,暂无数据,钢混结构,2002年建/板楼,商品房,自供暖,其他,中楼层 (共5层),板楼,一梯两户
金帝山庄,"崂山,雕塑园",3室2厅1厨2卫,660,3.986,165.58平米,152.3㎡,50年,南 北,满五年,"首付198万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-21,2011-07-31,暂无数据,钢混结构,2002年建/板楼,商品房,自供暖,其他,中楼层 (共5层),板楼,一梯两户
万科蓝山二期,"市北,错埠岭",3室2厅1厨1卫,570,3.9749,143.4平米,122.96㎡,70年,南 北,满两年,"首付171万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-22,2014-12-12,有,钢混结构,2013年建/板楼,商品房,集中供暖,其他,高楼层 (共9层),板楼,一梯两户
颐灏海怡名都,"崂山,麦岛",3室2厅1厨2卫,616,3.9742,155平米,130㎡,50年,南,满五年,"首付185万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-09,2007-09-28,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,高楼层 (共13层),板楼,一梯两户
石苑别墅,"崂山,雕塑园",3室2厅1厨2卫,630,3.9636,158.95平米,136.72㎡,70年,东 东南 南,满两年,"首付189万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-12,2013-08-16,暂无数据,钢混结构,1996年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯一户
龙翔广场,"市南,五四广场",3室2厅1厨2卫,680,3.9584,171.79平米,151.26㎡,70年,南 北,满五年,"首付204万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2003-12-22,暂无数据,砖混结构,2002年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
银澳花园,"市南,奥帆中心",2室1厅1厨1卫,280,3.9549,70.8平米,65.49㎡,70年,南,满五年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-08,2001-04-08,暂无数据,钢混结构,2005年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
